Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Cluster,Price Range
MERCEDES, GT 63 S,V8,3982.0,630.0,250.0,3.2,161000.0,Petrol,4,900.0,1,High (100k-200k)
AUDI,AUDI R8 Gt,V10,5204.0,602.0,320.0,3.6,253290.0,Petrol,2,560.0,1,Luxury (>200k)
ASTON MARTIN,VANTAGE F1,V8,3982.0,656.0,314.0,3.6,193440.0,Petrol,2,685.0,1,High (100k-200k)
BENTLEY,Continental GT Azure,V8,3996.0,550.0,318.0,4.0,311000.0,Petrol,4,900.0,1,Luxury (>200k)
FERRARI,F8 TRIBUTO,V8,3900.0,710.0,340.0,2.9,280000.0,Petrol,2,770.0,1,Luxury (>200k)
FERRARI,PORTOFINO,V8,3900.0,592.0,320.0,3.2,210000.0,Petrol,22,760.0,1,Luxury (>200k)
FERRARI,ROMA,V8,3900.0,612.0,320.0,3.4,230000.0,Petrol,22,760.0,1,Luxury (>200k)
FERRARI,F8 SPIDER,V8,3900.0,710.0,340.0,2.9,280000.0,Petrol,2,770.0,1,Luxury (>200k)
FERRARI,PORTOFINO M,V8,3900.0,612.0,320.0,3.2,220000.0,Petrol,22,760.0,1,Luxury (>200k)
FERRARI,ROMA SPIDER,V8,3900.0,612.0,320.0,3.4,240000.0,Petrol,22,760.0,1,Luxury (>200k)
TOYOTA,GR SUPRA,I4,2998.0,382.0,250.0,4.1,53900.0,Petrol,2,500.0,0,Medium (50k-100k)
TOYOTA,TOYOTA 86,BOXER-4,1998.0,205.0,226.0,6.4,27000.0,Petrol,22,205.0,2,Low (<50k)
TOYOTA,TOYOTA  GR86,BOXER-4,2387.0,228.0,226.0,5.6,30000.0,Petrol,4,250.0,0,Low (<50k)
TOYOTA,TOYOTA LAND CRUISER,V8,5663.0,381.0,220.0,6.7,85000.0,Diesel,7,500.0,0,Medium (50k-100k)
TOYOTA,TOYOTA SEQUOIA,V8,5663.0,381.0,200.0,6.9,50000.0,Petrol,7,651.0,0,Low (<50k)
NISSAN,GT-R,V6,3799.0,600.0,315.0,2.9,113000.0,Petrol,4,637.0,1,High (100k-200k)
NISSAN,370Z,V6,3696.0,332.0,250.0,4.7,30000.0,Petrol,2,366.0,0,Low (<50k)
NISSAN,Z PROTO,V6,2998.0,400.0,290.0,4.1,40000.0,Petrol,2,475.0,0,Low (<50k)
NISSAN,ALTIMA,I4,2488.0,188.0,225.0,7.3,25000.0,Petrol,5,380.0,0,Low (<50k)
NISSAN,MAXIMA,V6,3498.0,300.0,240.0,5.8,35000.0,Petrol,5,354.0,0,Low (<50k)
NISSAN,SENTRA,I4,1998.0,149.0,200.0,8.2,20000.0,Petrol,5,240.0,2,Low (<50k)
NISSAN,ROGUE,I4,2488.0,201.0,200.0,7.5,28000.0,Petrol,5,270.0,2,Low (<50k)
NISSAN,PATHFINDER,V6,3498.0,284.0,225.0,6.5,35000.0,Petrol,7,351.0,0,Low (<50k)
NISSAN,FRONTIER,V6,3799.0,310.0,180.0,6.8,30000.0,Petrol,5,381.0,0,Low (<50k)
NISSAN,TITAN,V8,5598.0,400.0,200.0,5.9,40000.0,Petrol,5,560.0,0,Low (<50k)
ASTON MARTIN,DBS SUPERLEGGERA,V12,5204.0,715.0,340.0,3.4,316000.0,Petrol,2,900.0,1,Luxury (>200k)
ASTON MARTIN,DB11,V12,5204.0,600.0,322.0,3.9,208000.0,Petrol,4,700.0,1,Luxury (>200k)
ASTON MARTIN,VANTAGE ,V8,3996.0,503.0,313.0,3.6,142000.0,Petrol,2,685.0,1,High (100k-200k)
ASTON MARTIN,DBX,V8,3996.0,542.0,291.0,4.5,189000.0,Petrol,5,700.0,1,High (100k-200k)
ASTON MARTIN,RAPIDE AMR,V12,5935.0,580.0,328.0,4.2,240000.0,Petrol,4,630.0,1,Luxury (>200k)
ASTON MARTIN,VANQUISH,V12,5935.0,580.0,324.0,3.6,294000.0,Petrol,2,630.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN PERFORMANTE,V10,5204.0,640.0,325.0,2.9,274000.0,Petrol,2,600.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN EVO,V10,5204.0,640.0,325.0,2.9,261000.0,Petrol,2,600.0,1,Luxury (>200k)
LAMBORGHINI,URUS ,V8,3996.0,641.0,305.0,3.6,211000.0,Petrol,5,850.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN SPYDER,V10,5204.0,610.0,325.0,3.4,287000.0,Petrol,2,600.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN  PERFORMANTE SPYDER,V10,5204.0,640.0,325.0,3.1,308000.0,Petrol,2,600.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN EVO SPYDER,V10,5204.0,640.0,325.0,3.1,287000.0,Petrol,2,600.0,1,Luxury (>200k)
LAMBORGHINI,URUS PERFORMANTE,V8,3996.0,641.0,305.0,3.3,242000.0,Petrol,5,850.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN EVO RWD,V10,5204.0,610.0,325.0,3.3,258000.0,Petrol,2,560.0,1,Luxury (>200k)
LAMBORGHINI,URUS S,V8,3996.0,671.0,305.0,3.3,263000.0,Petrol,5,850.0,1,Luxury (>200k)
LAMBORGHINI,HURACAN EVO RWD SPYDER,V10,5204.0,610.0,325.0,3.3,273000.0,Petrol,2,600.0,1,Luxury (>200k)
LAMBORGHINI,URUS GRAPHITE CAPSULE,V8,3998.0,641.0,305.0,3.3,253000.0,Petrol,5,850.0,1,Luxury (>200k)
ROLLS ROYCE,CULLINAN SUV,V12,6749.0,563.0,250.0,5.2,320000.0,Petrol,5,850.0,1,Luxury (>200k)
MERCEDES,BENZ S-CLASS S 580,V8,3982.0,496.0,250.0,4.4,116000.0,Petrol,5,700.0,1,High (100k-200k)
MERCEDES,BENZ E-CLASS E 63 S,V8,3982.0,603.0,250.0,3.4,104000.0,Petrol,5,850.0,1,High (100k-200k)
MERCEDES,BENZ CLA 45 AMG,I4,1991.0,382.0,250.0,4.1,53000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ GLE 63 S,V8,3982.0,603.0,250.0,4.2,113000.0,Petrol,5,850.0,1,High (100k-200k)
MERCEDES,BENZ S-CLASS S 500,V6,2996.0,429.0,250.0,4.9,109000.0,Petrol,5,700.0,0,High (100k-200k)
MERCEDES,BENZ E-CLASS E 450 ,V6,2996.0,362.0,250.0,5.2,62000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ CLS 450,V6,2996.0,362.0,250.0,5.2,70000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ GT 53,V6,2996.0,429.0,250.0,4.5,99000.0,Petrol,5,700.0,0,Medium (50k-100k)
MERCEDES,BENZ GLE 450,V6,2996.0,362.0,250.0,5.5,63000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ A-CLASS A 45 S,I4,1991.0,416.0,250.0,3.9,53000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ C-CLASS C 43,V6,2996.0,402.0,250.0,4.7,52000.0,Petrol,5,520.0,0,Medium (50k-100k)
MERCEDES,BENZ E-CLASS E 350,I4,1991.0,255.0,250.0,5.7,49000.0,Petrol,5,500.0,0,Low (<50k)
MERCEDES,BENZ GLE 350 ,I4,1991.0,255.0,250.0,6.1,53000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ GLC 43,V6,2996.0,402.0,250.0,4.7,54000.0,Petrol,5,520.0,0,Medium (50k-100k)
MERCEDES,BENZ GLA 45,I4,1991.0,382.0,250.0,4.3,48000.0,Petrol,5,500.0,0,Low (<50k)
MERCEDES,BENZ GLC 350 ,I4,1991.0,255.0,250.0,6.1,46000.0,Petrol,5,500.0,0,Low (<50k)
MERCEDES,BENZ GLE 53,V6,2996.0,429.0,250.0,5.2,71000.0,Petrol,5,620.0,0,Medium (50k-100k)
MERCEDES,BENZ S-CLASS S 350,I4,1991.0,255.0,250.0,6.5,90000.0,Petrol,5,500.0,0,Medium (50k-100k)
MERCEDES,BENZ MAYBACH S 680,V12,5980.0,630.0,250.0,4.7,200000.0,Petrol,5,1000.0,1,High (100k-200k)
BMW,M5 CS,V8,4395.0,627.0,305.0,3.0,142000.0,Petrol,5,750.0,1,High (100k-200k)
BMW,M4 GTS,I6,2993.0,493.0,305.0,3.7,133000.0,Petrol,4,600.0,1,High (100k-200k)
BMW,M3 COMPETITION,I6,2993.0,503.0,285.0,3.5,76000.0,Petrol,5,650.0,1,Medium (50k-100k)
BMW,M2 CS,I6,2993.0,444.0,280.0,4.0,83000.0,Petrol,4,550.0,0,Medium (50k-100k)
BMW,X5 M COMPETITION,V8,4935.0,523.0,285.0,4.1,114000.0,Petrol,5,750.0,1,High (100k-200k)
BMW,X3 M COMPETITION,I6,2993.0,503.0,285.0,4.1,69000.0,Petrol,5,650.0,1,Medium (50k-100k)
BMW,M8 GRAN COUPE,V8,4395.0,523.0,305.0,3.3,146000.0,Petrol,5,750.0,1,High (100k-200k)
BMW,M850i DRIVE COUPE,V8,4935.0,523.0,285.0,3.7,108000.0,Petrol,4,750.0,1,High (100k-200k)
AUDI,R8 V10 PLUS,V10,5204.0,610.0,330.0,3.2,194000.0,Petrol,2,560.0,1,High (100k-200k)
AUDI,RS7 SPORTBACK,V8,3993.0,591.0,305.0,3.6,114000.0,Petrol,5,800.0,1,High (100k-200k)
AUDI,S8,V8,3993.0,563.0,305.0,4.3,101000.0,Petrol,5,800.0,1,High (100k-200k)
AUDI,RS6 AVANT,V8,3993.0,591.0,305.0,3.6,109000.0,Petrol,5,800.0,1,High (100k-200k)
AUDI,S7 SPORTBACK,V8,3993.0,563.0,305.0,4.3,96000.0,Petrol,5,650.0,1,Medium (50k-100k)
AUDI,A8,V6,2995.0,335.0,250.0,5.7,86000.0,Petrol,5,600.0,0,Medium (50k-100k)
AUDI,S5 COUPE,V6,2995.0,349.0,250.0,4.8,64000.0,Petrol,4,500.0,0,Medium (50k-100k)
AUDI,SQ5,V6,2995.0,349.0,250.0,5.4,62000.0,Petrol,5,500.0,0,Medium (50k-100k)
AUDI,S4 SEDAN,V6,2995.0,349.0,250.0,4.7,59000.0,Petrol,5,500.0,0,Medium (50k-100k)
AUDI,S3 SEDAN,I4,1984.0,306.0,250.0,4.8,52000.0,Petrol,5,400.0,0,Medium (50k-100k)
AUDI,Q7,V6,2995.0,335.0,250.0,6.3,60000.0,Petrol,7,600.0,0,Medium (50k-100k)
AUDI,Q5,I4,1984.0,248.0,240.0,6.3,43000.0,Petrol,5,500.0,0,Low (<50k)
AUDI,A7,V6,2995.0,335.0,250.0,5.7,68000.0,Petrol,5,600.0,0,Medium (50k-100k)
AUDI,A6,V6,2995.0,335.0,250.0,5.7,58000.0,Petrol,5,600.0,0,Medium (50k-100k)
AUDI,A5 COUPE,I4,1984.0,248.0,240.0,6.3,45000.0,Petrol,4,500.0,0,Low (<50k)
AUDI,A4,I4,1984.0,248.0,240.0,6.5,39000.0,Petrol,5,400.0,0,Low (<50k)
AUDI,Q3,I4,1984.0,248.0,230.0,7.3,35000.0,Petrol,5,400.0,0,Low (<50k)
AUDI,E-TRON,ELECTRIC ,95.0,402.0,200.0,5.5,75000.0,Electric,5,664.0,0,Medium (50k-100k)
AUDI,E-TRON SPORTBACK,ELECTRIC,95.0,402.0,200.0,5.5,78000.0,Electric,5,664.0,0,Medium (50k-100k)
AUDI,TT COUPE,I4,1984.0,248.0,250.0,5.3,49000.0,Petrol,2,400.0,0,Low (<50k)
BMW,I8 ROADSTER,ELECTRIC MOTOR,11.6,369.0,250.0,4.4,165000.0,Hybrid,2,570.0,1,High (100k-200k)
BMW,330i,I4,1998.0,255.0,250.0,5.6,45000.0,Petrol,5,400.0,0,Low (<50k)
BMW,M340i XDRIVE,I6,2998.0,382.0,250.0,4.1,57000.0,Petrol,5,500.0,0,Medium (50k-100k)
BMW,430i COUPE,I4,1998.0,255.0,250.0,5.8,48000.0,Petrol,4,400.0,0,Low (<50k)
BMW,M4 COMPETITION,I6,2993.0,503.0,290.0,3.8,81000.0,Petrol,4,650.0,1,Medium (50k-100k)
BMW,530i,I4,1998.0,248.0,250.0,5.9,57000.0,Petrol,5,400.0,0,Medium (50k-100k)
BMW,M550i XDRIVE,V8,4395.0,523.0,250.0,3.6,78000.0,Petrol,5,650.0,1,Medium (50k-100k)
BMW,118i,I3,1499.0,136.0,213.0,8.5,32000.0,Petrol,5,220.0,2,Low (<50k)
BMW,128ti,I4,1998.0,261.0,250.0,6.1,42000.0,Petrol,5,400.0,0,Low (<50k)
BMW,M135i XDRIVE,I4,1998.0,302.0,250.0,4.8,30000.0,Petrol,5,450.0,0,Low (<50k)
BMW,116D,I3,1496.0,116.0,200.0,10.3,30000.0,Diesel,5,280.0,2,Low (<50k)
BMW,120D XDRIVE,I4,1995.0,190.0,230.0,6.9,38000.0,Diesel,5,400.0,0,Low (<50k)
BMW,116i,I3,1499.0,109.0,200.0,10.9,28000.0,Petrol,5,200.0,2,Low (<50k)
BMW,118D,I4,1995.0,150.0,216.0,8.4,34000.0,Diesel,5,380.0,2,Low (<50k)
BMW,120i,I4,1998.0,178.0,230.0,7.1,37000.0,Petrol,5,300.0,2,Low (<50k)
BMW,125i,I4,1998.0,224.0,240.0,6.1,42000.0,Petrol,5,400.0,0,Low (<50k)
BMW,114D,I3,1496.0,95.0,185.0,12.2,27000.0,Diesel,5,270.0,2,Low (<50k)
BMW,114i,I4,1598.0,102.0,195.0,11.2,26000.0,Petrol,5,200.0,2,Low (<50k)
BMW,125D,I4,1995.0,224.0,240.0,6.3,44000.0,Diesel,5,400.0,0,Low (<50k)
BMW,118i XDRIVE,I3,1499.0,136.0,211.0,8.9,34000.0,Petrol,5,250.0,2,Low (<50k)
BMW,116D EFFICIENTDYNAMICS,I3,1496.0,116.0,200.0,10.9,30000.0,Diesel,5,270.0,2,Low (<50k)
BMW,118i SPORTLINE,I3,1499.0,136.0,213.0,8.5,35000.0,Petrol,5,250.0,2,Low (<50k)
BMW,118i M SPORT,I3,1499.0,136.0,213.0,8.5,37000.0,Petrol,5,250.0,2,Low (<50k)
BMW,120i M SPORT,I4,1998.0,178.0,230.0,7.1,39000.0,Petrol,5,300.0,2,Low (<50k)
BMW,116i EFFICIENTDYNAMICS,I4,1598.0,109.0,195.0,10.9,29000.0,Petrol,5,200.0,2,Low (<50k)
BMW,116D ADVANTAGE,I3,1496.0,116.0,200.0,10.5,31000.0,Diesel,5,270.0,2,Low (<50k)
BMW,120D EFFICIENTDYNAMICS,I4,1995.0,163.0,225.0,7.7,39000.0,Diesel,5,400.0,2,Low (<50k)
BMW,118i SHADOW LINE,I3,1499.0,136.0,213.0,8.5,36000.0,Petrol,5,250.0,2,Low (<50k)
BMW,118D SPORT LINE,I4,1995.0,150.0,216.0,8.4,36000.0,Diesel,5,380.0,2,Low (<50k)
BMW,120i XDRIVE,I4,1998.0,178.0,230.0,7.2,40000.0,Petrol,5,300.0,2,Low (<50k)
BMW,114D SPORT LINE,I3,1496.0,95.0,185.0,12.2,28000.0,Diesel,5,270.0,2,Low (<50k)
BMW,118i URBAN LINE,I3,1499.0,136.0,213.0,8.5,35000.0,Petrol,5,250.0,2,Low (<50k)
VOLVO,XC90,I6,1969.0,247.0,200.0,6.5,60000.0,Petrol/Diesel,7,400.0,0,Medium (50k-100k)
VOLVO,XC60,I6,1969.0,247.0,220.0,6.4,55000.0,Petrol/Diesel,5,400.0,0,Medium (50k-100k)
VOLVO,S90,I6,1969.0,295.0,250.0,5.9,60000.0,Petrol/Diesel,5,400.0,0,Medium (50k-100k)
KIA,SPORTAGE LX,I4,2480.0,187.0,200.0,8.0,27000.0,Petrol,5,250.0,2,Low (<50k)
KIA,SPORTAGE EX,I4,2480.0,187.0,200.0,8.0,30000.0,Petrol,5,250.0,2,Low (<50k)
KIA,SPORTAGE GT-LINE,I4,2480.0,187.0,200.0,8.0,32000.0,Petrol,5,350.0,2,Low (<50k)
KIA,SPORTAGE SX TURBO,I4,1998.0,240.0,210.0,6.7,36000.0,Petrol,5,400.0,0,Low (<50k)
KIA,SPORTAGE NIGHTFALL EDITION,I4,2480.0,187.0,200.0,8.0,33000.0,Petrol,5,350.0,2,Low (<50k)
HONDA,CIVIC TYPE R,I4,1996.0,315.0,272.0,5.7,44000.0,Petrol,5,400.0,0,Low (<50k)
KIA,SPORTAGE 2024(BASE MODEL),I4,2480.0,187.0,200.0,8.0,26000.0,Petrol,5,250.0,2,Low (<50k)
KIA,SPORTAGE 2024(TOP TRIM),I4,1998.0,240.0,210.0,6.7,38000.0,Petrol,5,400.0,0,Low (<50k)
KIA,SPORTAGE 2024(BASE AWD),I4,2480.0,187.0,200.0,8.3,29000.0,Petrol/AWD,5,250.0,2,Low (<50k)
KIA,SPORTAGE X-LINE,I4,2480.0,187.0,200.0,8.0,32500.0,Petrol,5,350.0,2,Low (<50k)
KIA,SPORTAGE 2024(S TRIM),I4,2480.0,187.0,200.0,8.2,28000.0,Petrol,5,250.0,2,Low (<50k)
HONDA,ACCORD,I4,1498.0,192.0,201.0,7.1,29400.0,Petrol,5,370.0,2,Low (<50k)
KIA,SPORTAGE 2024(X-PRO),I4,2480.0,187.0,200.0,8.1,36000.0,Petrol,5,400.0,2,Low (<50k)
KIA,SPORTAGE 2024(X-PRO PRESTIGE),I4,2480.0,187.0,200.0,8.1,38000.0,Petrol,5,400.0,2,Low (<50k)
KIA,SPORTAGE 2024(SX TURBO AWD),I4,1998.0,240.0,210.0,6.5,40000.0,Petrol/AWD,5,400.0,0,Low (<50k)
KIA  ,SPORTAGE 2024(BASE FWD),I4,2480.0,187.0,200.0,8.5,26500.0,Petrol,5,250.0,2,Low (<50k)
HONDA,CR-V,I4,1498.0,190.0,186.0,8.2,30000.0,Petrol/Hybrid,5,400.0,2,Low (<50k)
HONDA,PILOT,V6,3471.0,285.0,209.0,6.3,40000.0,Petrol,8,360.0,0,Low (<50k)
HONDA,CIVIC HATCHBACK,I4,1498.0,180.0,220.0,6.8,26350.0,Petrol,5,300.0,2,Low (<50k)
TOYOTA,CAMRY,V6,3500.0,301.0,220.0,6.0,27000.0,Petrol/Hybrid,5,250.0,0,Low (<50k)
TOYOTA,COROLLA,I4,1798.0,139.0,180.0,9.4,22500.0,Petrol/Hybrid,5,200.0,2,Low (<50k)
TOYOTA,PRIUS,I4,1798.0,121.0,180.0,10.5,26700.0,Hybrid,5,142.0,2,Low (<50k)
TOYOTA,RAV4,I4,2494.0,203.0,200.0,8.1,27100.0,Petrol/Hybrid,5,400.0,2,Low (<50k)
TOYOTA,HIGHLANDER,V6,3456.0,295.0,220.0,7.2,38400.0,Petrol/Hybrid,7,370.0,0,Low (<50k)
TOYOTA,4RUNNER ,V6,3956.0,270.0,200.0,7.5,37400.0,Petrol,5,400.0,0,Low (<50k)
TOYOTA,TACOMA,I4,2694.0,159.0,180.0,9.5,26400.0,Petrol,5,400.0,2,Low (<50k)
TOYOTA,TUNDRA,V8,5663.0,381.0,220.0,6.7,39900.0,Petrol,5,650.0,0,Low (<50k)
TOYOTA,AVALON,V6,3456.0,301.0,220.0,6.9,41400.0,Petrol,5,400.0,0,Low (<50k)
TOYOTA,MIRAI,I4,1798.0,151.0,180.0,9.2,52400.0,Hydrogen,5,335.0,2,Medium (50k-100k)
TOYOTA,SIENNA,V6,2494.0,245.0,190.0,8.0,44150.0,Petrol/Hybrid,7,360.0,2,Low (<50k)
TOYOTA,VENZA,I4,2494.0,219.0,200.0,7.5,33400.0,Hybrid,5,400.0,0,Low (<50k)
TOYOTA,HIGHLANDER HYBRID,V6,3456.0,240.0,220.0,8.2,40400.0,Hybrid,7,350.0,0,Low (<50k)
TOYOTA,LAND CRUISER PRADO,V6,3956.0,282.0,200.0,7.2,49400.0,Petrol/Diesel,7,450.0,0,Low (<50k)
TOYOTA,TUNDRA HYBRID,V6,3456.0,344.0,220.0,6.2,43400.0,Hybrid,5,650.0,0,Low (<50k)
TOYOTA,YARIS,I4,1496.0,106.0,180.0,11.2,18400.0,Petrol,5,150.0,2,Low (<50k)
TOYOTA,C-HR,I4,1986.0,144.0,200.0,10.2,24400.0,Petrol/Hybrid,5,250.0,2,Low (<50k)
TOYOTA,CROWN,HYBRID,2494.0,236.0,200.0,7.6,38400.0,Hybrid,5,400.0,0,Low (<50k)
TOYOTA,MR2,I4,1986.0,168.0,200.0,6.9,29000.0,Petrol,2,400.0,2,Low (<50k)
TOYOTA,CELICA,I4,1986.0,140.0,200.0,8.5,25000.0,Petrol,5,250.0,2,Low (<50k)
HONDA,CITY,I4,1497.0,119.0,180.0,10.2,15400.0,Petrol/Hybrid,5,145.0,2,Low (<50k)
HONDA,CIVIC,I4,1996.0,158.0,200.0,8.5,20400.0,Petrol,5,400.0,2,Low (<50k)
HYUNDAI,I10,"1.2L,4-CYLINDER,INLINE-4(I4)",1197.0,87.0,160.0,12.2,12400.0,Petrol,5,120.0,2,Low (<50k)
HYUNDAI,I20,"1.4L,4-CYLINDER,INLINE-4(I4)",1396.0,99.0,180.0,10.5,15400.0,Petrol/Hybrid,5,250.0,2,Low (<50k)
HYUNDAI,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)",1999.0,147.0,200.0,9.5,18400.0,Petrol/Hybrid,5,250.0,2,Low (<50k)
MAHINDRA,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)",2179.0,155.0,180.0,10.5,18400.0,Diesel,7,400.0,2,Low (<50k)
MAHINDRA,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)",2179.0,140.0,160.0,11.2,16400.0,Diesel,7,280.0,2,Low (<50k)
MAHINDRA,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)",1997.0,150.0,180.0,10.5,20400.0,Petrol/Diesel,4,320.0,2,Low (<50k)
MARUTI SUZUKI,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)",1197.0,83.0,160.0,12.2,10400.0,Petrol,5,113.0,2,Low (<50k)
MARUTI SUZUKI,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)",1197.0,83.0,160.0,12.2,11400.0,Petrol/Diesel,5,113.0,2,Low (<50k)
MARUTI SUZUKI,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)",1462.0,103.0,180.0,11.5,14400.0,Petrol,5,200.0,2,Low (<50k)
TOYOTA,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM",1998.0,220.0,180.0,6.7,31100.0,Plug-in Hybrid,5,220.0,2,Low (<50k)
TOYOTA,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3",1618.0,300.0,230.0,5.0,36995.0,Petrol,5,370.0,0,Low (<50k)
TOYOTA,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL",3346.0,305.0,210.0,6.8,58500.0,Petrol/Diesel,7,650.0,0,Medium (50k-100k)
TOYOTA,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO",3445.0,437.0,180.0,6.2,56000.0,Hybrid,5,750.0,0,Medium (50k-100k)
TOYOTA,COROLLA HATCHBACK XSE,"2.0L,INLINE-4",1987.0,169.0,190.0,8.2,25390.0,Petrol,5,250.0,2,Low (<50k)
TOYOTA,MIRAI,"HYDROGEN FUEL CELL,ELECTRIC MOTOR",1.24,152.0,180.0,9.0,49500.0,Hydrogen,5,335.0,2,Low (<50k)
TOYOTA,HILUX GR SPORT,"2.8L,TURBO,DIESEL",2755.0,224.0,170.0,10.0,50000.0,Petrol/Diesel,5,500.0,2,Low (<50k)
TOYOTA,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL",2755.0,204.0,175.0,10.5,55000.0,Diesel/Petrol,7,500.0,2,Medium (50k-100k)
TOYOTA,INNOVA HYCROSS,2.0L HYBRID,1987.0,184.0,165.0,9.5,40000.0,Hybrid,7,250.0,2,Low (<50k)
TOYOTA,COASTER,"4.0L,DIESEL",4009.0,134.0,120.0,7.1,70000.0,Diesel,20,500.0,0,Medium (50k-100k)
TOYOTA,URBAN CRUISER TAISOR,"1.5L,HYBRID",1490.0,114.0,170.0,11.0,25000.0,Petrol,5,130.0,2,Low (<50k)
TOYOTA,AYGO X,"1.0L,INLINE-3",998.0,71.0,160.0,14.8,18000.0,Petrol,4,93.0,2,Low (<50k)
TOYOTA,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL",2755.0,204.0,175.0,10.0,50000.0,Diesel,5,500.0,2,Low (<50k)
TOYOTA,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,75.0,136.0,130.0,13.5,55000.0,Electric,7,280.0,2,Medium (50k-100k)
TOYOTA,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID",3456.0,406.0,200.0,6.0,170000.0,Petrol,5,500.0,0,High (100k-200k)
TOYOTA,COROLLA SEDAN HYBRID,"1.8L,HYBRID",1798.0,134.0,180.0,10.0,24000.0,Hybrid,5,300.0,2,Low (<50k)
TOYOTA,BZ3,ELECTRIC MOTOR,65.0,241.0,160.0,7.5,35000.0,Electric,5,340.0,2,Low (<50k)
TOYOTA,GR YARIS,"1.6L,TURBOCHARGED INLINE-3",1618.0,268.0,230.0,5.5,45000.0,Petrol,4,390.0,0,Low (<50k)
HYUNDAI,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,1600.0,253.0,180.0,9.3,50000.0,Petrol/Hybrid,7,420.0,2,Low (<50k)
HYUNDAI,IONIQ 5,ELECTRIC MOTOR,72.6,225.0,185.0,7.4,41000.0,Electric,5,350.0,2,Low (<50k)
HYUNDAI,Santa Cruz,2.5L Turbocharged Inline-4,2500.0,281.0,215.0,6.5,40799.0,Petrol,5,400.0,0,Low (<50k)
HYUNDAI,Kona,1.6L PETROL ,1591.0,147.0,185.0,10.5,20500.0,Petrol/EV,5,400.0,2,Low (<50k)
HYUNDAI,Elantra,2.0L Inline-4,2000.0,147.0,210.0,8.3,19950.0,Petrol/Hybrid,5,250.0,2,Low (<50k)
HYUNDAI,Tucson,2.5L Inline-4,2500.0,187.0,180.0,6.1,30500.0,Petrol/Hybrid,5,400.0,0,Low (<50k)
HYUNDAI,Palisade,3.8L V6,3800.0,291.0,240.0,6.3,52000.0,Petrol,7,355.0,0,Medium (50k-100k)
HYUNDAI,Sonata,2.5L Inline-4,2500.0,191.0,240.0,8.0,25000.0,Petrol/Hybrid,5,250.0,2,Low (<50k)
HYUNDAI,Accent,1.6L Inline-4,1600.0,120.0,180.0,9.8,15000.0,Petrol,5,151.0,2,Low (<50k)
HYUNDAI,Venue,1.6L Inline-4,1600.0,121.0,180.0,9.5,18000.0,Petrol,5,240.0,2,Low (<50k)
HYUNDAI,KONA Electric,Electric Motor,39.2,200.0,200.0,6.1,40000.0,Electric,5,395.0,2,Low (<50k)
HYUNDAI,Veloster,2.0L Inline-4,2000.0,275.0,220.0,6.0,25000.0,Petrol,4,264.0,0,Low (<50k)
HYUNDAI,NEXO,Electric Motor,1.56,161.0,180.0,7.8,38000.0,Hydrogen,5,400.0,2,Low (<50k)
HYUNDAI,Ioniq,1.6L Inline-4,1600.0,139.0,160.0,8.5,18000.0,Hybrid/Electric,5,295.0,2,Low (<50k)
HYUNDAI,Genesis,3.8L V6,3800.0,291.0,240.0,6.3,52000.0,Petrol,5,400.0,0,Medium (50k-100k)
HYUNDAI,Azera,3.3L V6,3300.0,278.0,240.0,6.5,55000.0,Petrol,5,250.0,0,Medium (50k-100k)
HYUNDAI,Equus,3.3L V6,3300.0,278.0,240.0,6.5,55000.0,Petrol,5,400.0,0,Medium (50k-100k)
HYUNDAI,Tiburon,2.0L Inline-4,2000.0,160.0,200.0,8.2,19000.0,Petrol,4,320.0,2,Low (<50k)
