Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Cluster,Price Range
Porsche,Cayenne Base,3.0L Turbocharged V6,2995.0,335.0,245.0,5.9,72200.0,Petrol,5,450.0,0,Medium (50k-100k)
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995.0,455.0,253.0,4.8,91000.0,Hybrid,5,700.0,0,Medium (50k-100k)
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894.0,434.0,263.0,4.7,94300.0,Petrol,4,550.0,0,Medium (50k-100k)
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996.0,631.0,300.0,3.3,182150.0,Petrol,4,850.0,1,High (100k-200k)
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995.0,335.0,245.0,5.8,79000.0,Petrol,5,450.0,0,Medium (50k-100k)
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996.0,670.0,295.0,3.6,167800.0,Hybrid,4,900.0,1,High (100k-200k)
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996.0,453.0,270.0,4.5,111200.0,Petrol,4,620.0,1,High (100k-200k)
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967.0,262.0,221.0,7.3,69000.0,Diesel,5,580.0,0,Medium (50k-100k)
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995.0,380.0,242.0,6.5,85500.0,Hybrid,5,580.0,0,Medium (50k-100k)
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996.0,728.0,295.0,3.6,182900.0,Hybrid,4,950.0,1,High (100k-200k)
Porsche,Taycan Base,Dual Electric Motors,79.2,321.0,230.0,5.4,86700.0,Electric,4,345.0,0,Medium (50k-100k)
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,250.0,6.0,34395.0,Petrol,5,350.0,0,Low (<50k)
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700.0,325.0,260.0,4.9,46595.0,Petrol,5,500.0,0,Low (<50k)
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.6,38195.0,Petrol,5,350.0,0,Low (<50k)
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000.0,360.0,250.0,4.6,50995.0,Petrol,5,550.0,0,Medium (50k-100k)
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4,375.0,240.0,5.1,94800.0,Electric,4,500.0,0,Medium (50k-100k)
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4,590.0,250.0,3.8,139400.0,Electric,4,620.0,1,High (100k-200k)
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2,375.0,230.0,5.4,90500.0,Electric,4,500.0,0,Medium (50k-100k)
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4,590.0,250.0,3.7,136700.0,Electric,4,620.0,1,High (100k-200k)
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.2,106100.0,Petrol,4,450.0,0,High (100k-200k)
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981.0,443.0,304.0,3.9,129900.0,Petrol,4,530.0,1,High (100k-200k)
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.4,113300.0,Petrol,4,450.0,0,High (100k-200k)
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,311.0,3.3,137000.0,Petrol,4,570.0,1,High (100k-200k)
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,307.0,3.5,157300.0,Petrol,4,570.0,1,High (100k-200k)
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745.0,572.0,320.0,2.9,184100.0,Petrol,4,750.0,1,High (100k-200k)
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745.0,640.0,330.0,2.7,207000.0,Petrol,4,800.0,1,Luxury (>200k)
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318.0,3.9,170000.0,Petrol,2,470.0,1,High (100k-200k)
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996.0,525.0,296.0,3.2,223800.0,Petrol,2,465.0,1,Luxury (>200k)
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.4,222000.0,Petrol,4,570.0,1,Luxury (>200k)
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981.0,473.0,311.0,3.2,145300.0,Petrol,4,570.0,1,High (100k-200k)
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981.0,379.0,289.0,4.3,135500.0,Petrol,4,450.0,1,High (100k-200k)
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745.0,607.0,330.0,2.9,258000.0,Petrol,4,750.0,1,Luxury (>200k)
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745.0,700.0,340.0,2.8,293200.0,Petrol,2,750.0,1,Luxury (>200k)
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996.0,510.0,290.0,3.4,245000.0,Petrol,1,470.0,1,Luxury (>200k)
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,500.0,315.0,3.4,222000.0,Petrol,2,450.0,1,Luxury (>200k)
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981.0,379.0,293.0,4.4,116000.0,Petrol,4,450.0,0,High (100k-200k)
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745.0,572.0,318.0,3.0,191300.0,Petrol,4,750.0,1,High (100k-200k)
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981.0,473.0,240.0,3.5,233000.0,Petrol,4,570.0,1,Luxury (>200k)
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,13.0,8200.0,Petrol,5,113.0,2,Low (<50k)
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24.0,74.0,120.0,5.7,11000.0,Electric,5,114.0,2,Low (<50k)
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,12.5,11300.0,Petrol,5,113.0,2,Low (<50k)
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199.0,110.0,180.0,10.0,12000.0,Petrol,5,140.0,2,Low (<50k)
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199.0,86.0,165.0,12.0,11800.0,CNG/Petrol,5,113.0,2,Low (<50k)
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,13.5,9200.0,Petrol,5,113.0,2,Low (<50k)
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170.0,13.0,9400.0,Petrol,5,113.0,2,Low (<50k)
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26.0,74.0,120.0,5.7,14500.0,Electric,5,114.0,2,Low (<50k)
Cadillac,Escalade,6.2L V8 Gasoline,6200.0,420.0,210.0,6.8,79295.0,Petrol,7,624.0,0,Medium (50k-100k)
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396.0,85.0,160.0,15.0,7200.0,Petrol,5,115.0,2,Low (<50k)
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200.0,420.0,205.0,6.9,82295.0,Petrol,7,624.0,0,Medium (50k-100k)
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5,143.0,140.0,9.0,25000.0,Electric,5,250.0,2,Low (<50k)
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180.0,11.0,23000.0,Diesel,5,350.0,2,Low (<50k)
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180.0,11.0,25500.0,Diesel,7,350.0,2,Low (<50k)
Tata Motors,Hexa,2.2L Varicor Diesel,2179.0,154.0,180.0,12.0,20000.0,Diesel,7,400.0,2,Low (<50k)
Tata Motors,Aria,2.2L Dicor Diesel,2179.0,138.0,162.0,13.0,19000.0,Diesel,7,320.0,2,Low (<50k)
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179.0,118.0,140.0,15.0,16500.0,Diesel,7,250.0,2,Low (<50k)
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2,129.0,120.0,9.4,22000.0,Electric,5,245.0,2,Low (<50k)
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24.0,74.0,120.0,5.7,11000.0,Electric,5,114.0,2,Low (<50k)
Tesla,Model S,Dual Electric Motors,100.0,670.0,250.0,3.1,88490.0,Electric,5,967.0,1,Medium (50k-100k)
Tesla,Model 3,Single Electric Motor (RWD),60.0,283.0,225.0,5.8,40240.0,Electric,5,420.0,0,Low (<50k)
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82.0,450.0,261.0,3.1,53240.0,Electric,5,660.0,0,Medium (50k-100k)
Tesla,Model X,Dual Electric Motors (AWD),100.0,670.0,250.0,3.8,98490.0,Electric,7,967.0,1,Medium (50k-100k)
Tesla,Model Y,Single Electric Motor (RWD),75.0,346.0,217.0,5.0,47490.0,Electric,5,498.0,0,Low (<50k)
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82.0,384.0,217.0,4.8,50490.0,Electric,5,559.0,0,Medium (50k-100k)
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600.0,285.0,180.0,6.8,35195.0,Petrol,4,353.0,0,Low (<50k)
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000.0,270.0,180.0,7.1,42100.0,Petrol,4,400.0,0,Low (<50k)
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.0,41530.0,Petrol,5,352.0,0,Low (<50k)
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.2,43530.0,Petrol,7,352.0,0,Low (<50k)
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400.0,180.0,195.0,8.5,37695.0,Petrol,5,230.0,2,Low (<50k)
Jeep,Compass,2.0L Turbo Gasoline,2000.0,200.0,200.0,7.8,31590.0,Petrol,5,320.0,2,Low (<50k)
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300.0,177.0,200.0,8.7,28345.0,Petrol,5,285.0,2,Low (<50k)
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.1,38775.0,Petrol,5,353.0,0,Low (<50k)
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700.0,392.0,190.0,7.4,63595.0,Petrol,8,548.0,0,Medium (50k-100k)
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400.0,471.0,190.0,6.0,91495.0,Petrol,8,617.0,0,Medium (50k-100k)
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3,375.0,210.0,6.0,59865.0,Hybrid,5,637.0,0,Medium (50k-100k)
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3,375.0,180.0,6.4,50695.0,Hybrid,5,637.0,0,Medium (50k-100k)
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4,240.0,200.0,7.3,46500.0,Hybrid,5,270.0,2,Low (<50k)
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4,240.0,200.0,7.5,44500.0,Hybrid,5,270.0,2,Low (<50k)
Jeep,Wagoneer S (Electric),Dual Electric Motors,100.0,600.0,177.0,4.5,80000.0,Electric,5,850.0,0,Medium (50k-100k)
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.6,51570.0,Petrol,5,353.0,0,Medium (50k-100k)
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700.0,357.0,190.0,7.3,66575.0,Petrol,5,529.0,0,Medium (50k-100k)
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200.0,271.0,195.0,7.6,41295.0,Petrol,5,324.0,0,Low (<50k)
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400.0,470.0,160.0,4.5,82495.0,Petrol,4,637.0,0,Medium (50k-100k)
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.6,37490.0,Petrol,5,350.0,2,Low (<50k)
Cadillac,XT5,3.6L V6 Gasoline,3600.0,310.0,210.0,6.5,44195.0,Petrol,5,366.0,0,Low (<50k)
Cadillac,XT6,3.6L V6 Gasoline,3600.0,310.0,210.0,6.9,48595.0,Petrol,7,366.0,0,Low (<50k)
Cadillac,Lyriq EV,Single Electric Motor,100.0,340.0,190.0,5.7,58590.0,Electric,5,440.0,0,Medium (50k-100k)
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200.0,682.0,200.0,4.4,149990.0,Petrol,7,885.0,1,High (100k-200k)
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200.0,420.0,210.0,6.8,104595.0,Petrol,7,624.0,0,High (100k-200k)
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200.0,668.0,320.0,3.4,92000.0,Petrol,5,893.0,1,Medium (50k-100k)
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600.0,472.0,290.0,3.9,60495.0,Petrol,5,603.0,0,Medium (50k-100k)
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.4,41390.0,Petrol,5,350.0,0,Low (<50k)
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.5,51095.0,Petrol,5,366.0,0,Medium (50k-100k)
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.9,57095.0,Petrol,7,366.0,0,Medium (50k-100k)
Cadillac,Lyriq Launch Edition,Single Electric Motor,100.0,340.0,190.0,5.7,59990.0,Electric,5,440.0,0,Medium (50k-100k)
Cadillac,Lyriq EV Premium,Dual Electric Motors,100.0,500.0,210.0,4.5,64990.0,Electric,5,620.0,0,Medium (50k-100k)
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.8,41290.0,Petrol,5,350.0,0,Low (<50k)
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.7,14595.0,Petrol,5,127.0,2,Low (<50k)
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400.0,138.0,190.0,8.5,16720.0,Petrol,5,200.0,2,Low (<50k)
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.0,25000.0,Petrol,5,250.0,2,Low (<50k)
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000.0,275.0,240.0,5.4,26400.0,Petrol,4,400.0,0,Low (<50k)
Chevrolet,Corvette,6.2L V8 Gasoline,6200.0,495.0,312.0,3.0,65895.0,Petrol,2,637.0,1,Medium (50k-100k)
Chevrolet,Traverse,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,35915.0,Petrol,7,360.0,0,Low (<50k)
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.9,26600.0,Petrol,5,275.0,2,Low (<50k)
Chevrolet,Blazer,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,44000.0,Petrol,5,366.0,0,Low (<50k)
Chevrolet,Tahoe,5.3L V8 Gasoline,5300.0,355.0,200.0,7.5,56995.0,Petrol,7,519.0,0,Medium (50k-100k)
Chevrolet,Suburban,5.3L V8 Gasoline,5300.0,355.0,190.0,7.6,59900.0,Petrol,8,519.0,0,Medium (50k-100k)
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.8,30695.0,Petrol,5,583.0,0,Low (<50k)
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,42795.0,Petrol,6,519.0,0,Low (<50k)
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600.0,401.0,170.0,8.0,41500.0,Petrol,6,629.0,0,Low (<50k)
Chevrolet,Bolt EV,Single Electric Motor,66.0,200.0,150.0,6.5,27495.0,Electric,5,360.0,2,Low (<50k)
Chevrolet,Bolt EUV,Single Electric Motor,66.0,200.0,150.0,7.0,28795.0,Electric,5,360.0,2,Low (<50k)
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300.0,155.0,200.0,9.4,23100.0,Petrol,5,236.0,2,Low (<50k)
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.8,33500.0,Petrol,5,353.0,0,Low (<50k)
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200.0,650.0,318.0,3.5,67300.0,Petrol,4,881.0,1,Medium (50k-100k)
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200.0,495.0,312.0,3.0,65895.0,Petrol,2,637.0,1,Medium (50k-100k)
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,61595.0,Petrol,6,519.0,0,Medium (50k-100k)
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,55895.0,Petrol,6,519.0,0,Medium (50k-100k)
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.1,50895.0,Petrol,6,519.0,0,Medium (50k-100k)
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800.0,181.0,160.0,9.1,48295.0,Diesel,5,500.0,2,Low (<50k)
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,46600.0,Petrol,7,360.0,0,Low (<50k)
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.8,33400.0,Petrol,5,275.0,2,Low (<50k)
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,48900.0,Petrol,5,366.0,0,Low (<50k)
Chevrolet,Bolt EV 2LT,Single Electric Motor,66.0,200.0,150.0,6.7,28795.0,Electric,5,360.0,2,Low (<50k)
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200.0,455.0,290.0,4.3,43500.0,Petrol,4,617.0,0,Low (<50k)
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200.0,460.0,290.0,3.9,65900.0,Petrol,2,630.0,1,Medium (50k-100k)
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,43700.0,Petrol,7,360.0,0,Low (<50k)
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,45000.0,Petrol,5,366.0,0,Low (<50k)
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.5,25800.0,Petrol,5,250.0,2,Low (<50k)
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,11.0,17595.0,Petrol,5,127.0,2,Low (<50k)
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200.0,137.0,200.0,9.2,24100.0,Petrol,5,220.0,2,Low (<50k)
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.9,28400.0,Petrol,5,275.0,2,Low (<50k)
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.9,29200.0,Petrol,5,583.0,0,Low (<50k)
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,7.0,82400.0,Petrol,8,624.0,0,Medium (50k-100k)
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.5,33900.0,Petrol,6,413.0,0,Low (<50k)
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.9,14395.0,Petrol,5,127.0,2,Low (<50k)
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600.0,310.0,210.0,7.1,37200.0,Petrol,7,360.0,0,Low (<50k)
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500.0,193.0,200.0,9.0,36100.0,Petrol,5,255.0,2,Low (<50k)
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.8,34500.0,Petrol,5,353.0,0,Low (<50k)
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.8,31900.0,Petrol,5,275.0,2,Low (<50k)
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.6,34900.0,Petrol,6,413.0,0,Low (<50k)
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,64100.0,Petrol,7,519.0,0,Medium (50k-100k)
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300.0,355.0,180.0,5.1,64400.0,Petrol,8,519.0,0,Medium (50k-100k)
Chevrolet,Bolt EV Premier,Single Electric Motor,66.0,200.0,150.0,6.5,31700.0,Electric,5,360.0,2,Low (<50k)
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,56995.0,Petrol,8,519.0,0,Medium (50k-100k)
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,62495.0,Petrol,8,519.0,0,Medium (50k-100k)
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,64100.0,Petrol,7,519.0,0,Medium (50k-100k)
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300.0,355.0,180.0,7.6,66700.0,Petrol,7,519.0,0,Medium (50k-100k)
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,71600.0,Petrol,7,624.0,0,Medium (50k-100k)
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,76700.0,Petrol,7,624.0,0,Medium (50k-100k)
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,65500.0,Petrol,8,519.0,0,Medium (50k-100k)
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,70000.0,Petrol,7,624.0,0,Medium (50k-100k)
GMC,Terrain,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,29900.0,Petrol,5,275.0,2,Low (<50k)
GMC,Acadia,2.0L Turbo 4-cylinder,2000.0,228.0,200.0,7.8,36800.0,Petrol,7,350.0,2,Low (<50k)
GMC,Yukon,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,57400.0,Petrol,8,519.0,0,Medium (50k-100k)
GMC,Yukon XL,6.2L V8 Gasoline,6200.0,420.0,200.0,6.9,61100.0,Petrol,8,624.0,0,Medium (50k-100k)
GMC,Canyon,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,36900.0,Petrol,5,583.0,0,Low (<50k)
GMC,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.3,37100.0,Petrol,6,519.0,0,Low (<50k)
GMC,Sierra 2500HD,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,43900.0,Diesel,6,629.0,0,Low (<50k)
GMC,Hummer EV Pickup,Dual-Motor Electric,212.0,625.0,170.0,3.0,108700.0,Electric,5,1000.0,1,High (100k-200k)
GMC,Hummer EV SUV,Dual-Motor Electric,212.0,625.0,170.0,3.5,105600.0,Electric,5,1000.0,1,High (100k-200k)
GMC,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,72800.0,Petrol,8,624.0,0,Medium (50k-100k)
GMC,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190.0,6.7,66800.0,Petrol,6,624.0,0,Medium (50k-100k)
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.6,36500.0,Petrol,5,275.0,2,Low (<50k)
GMC,Acadia AT4,3.6L V6 Gasoline,3600.0,310.0,210.0,7.6,41400.0,Petrol,6,366.0,0,Low (<50k)
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,53800.0,Petrol,6,519.0,0,Medium (50k-100k)
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,45000.0,Petrol,5,583.0,0,Low (<50k)
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,43900.0,Petrol,5,583.0,0,Low (<50k)
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,48000.0,Petrol,5,583.0,0,Low (<50k)
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,93800.0,Petrol,8,624.0,0,Medium (50k-100k)
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,38600.0,Petrol,5,275.0,2,Low (<50k)
GMC,Acadia Denali,3.6L V6 engine,3564.0,310.0,210.0,6.5,54300.0,Petrol,7,366.0,0,Medium (50k-100k)
GMC,Yukon AT4,5.3L V8 engine,5327.0,355.0,210.0,7.1,71505.0,Petrol,8,519.0,0,Medium (50k-100k)
GMC,Yukon XL AT4,5.3L V8 engine,5327.0,355.0,210.0,7.3,73305.0,Petrol,8,519.0,0,Medium (50k-100k)
GMC,Sierra 1500 Elevation,2.7L Turbo engine,2713.0,310.0,180.0,7.0,52000.0,Petrol,5,569.0,0,Medium (50k-100k)
GMC,Sierra 1500 SLT,5.3L V8 engine,5327.0,355.0,180.0,6.8,56000.0,Petrol,5,519.0,0,Medium (50k-100k)
GMC,Sierra 2500HD AT4,6.6L V8 engine,6600.0,401.0,170.0,7.5,70000.0,Petrol,5,629.0,0,Medium (50k-100k)
GMC,Sierra 3500HD AT4,6.6L V8 engine,6600.0,401.0,170.0,7.7,72000.0,Petrol,5,629.0,0,Medium (50k-100k)
GMC,Canyon Elevation,2.5L I4 engine,2488.0,200.0,175.0,8.5,36300.0,Petrol,5,259.0,2,Low (<50k)
GMC,Canyon Denali Black Edition,3.6L V6 engine,3564.0,308.0,180.0,6.9,44000.0,Petrol,5,373.0,0,Low (<50k)
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,6162.0,420.0,200.0,5.8,80000.0,Petrol,5,624.0,0,Medium (50k-100k)
GMC,Yukon XL Denali Reserve,6.2L V8 engine,6162.0,420.0,210.0,6.0,82000.0,Petrol,7,624.0,0,Medium (50k-100k)
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.3,28700.0,Petrol,5,275.0,2,Low (<50k)
GMC,Acadia Black Edition,3.6L V6 engine,3564.0,310.0,210.0,6.5,45000.0,Petrol,7,366.0,0,Low (<50k)
GMC,Sierra Denali CarbonPro,6.2L V8 engine,6162.0,420.0,200.0,5.8,65000.0,Petrol,5,624.0,0,Medium (50k-100k)
GMC,Yukon Denali Performance,6.2L V8 engine,6162.0,420.0,210.0,6.0,76805.0,Petrol,8,624.0,0,Medium (50k-100k)
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,6600.0,401.0,170.0,7.5,75000.0,Petrol,5,629.0,0,Medium (50k-100k)
GMC,Canyon AT4X,3.6L V6 engine,3564.0,308.0,180.0,6.9,50000.0,Petrol,5,373.0,0,Low (<50k)
GMC,Yukon XL SLT,5.3L V8 engine,5327.0,355.0,210.0,7.3,65000.0,Petrol,8,519.0,0,Medium (50k-100k)
